headline,publication_date,news_source,sector,sentiment_label,market_impact
NCLAT hears Maruti Suzuki insolvency appeal; next hearing scheduled for Jan,2024-09-23 20:50:27.485497104,Reuters India,Pharma,Neutral,Neutral
"UPI transaction volume crosses 1868 Cr in Sep, new all-time high",2024-09-24 02:05:52.870574112,Business Standard,Energy,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-09-24 07:21:18.255651120,MoneyControl,BFSI,Neutral,Neutral
NSE updates margin framework for equity derivatives from Jul onwards,2024-09-24 12:36:43.640728144,Financial Express,Auto,Neutral,Neutral
RBI hikes repo rate by 35 bps amid persistent food inflation concerns,2024-09-24 17:52:09.025805152,MoneyControl,Infrastructure,Negative,Bearish
Kotak Mahindra NPA ratio rises to 41.2% in Q3; provisions surge QoQ,2024-09-24 23:07:34.410882176,Economic Times,Infrastructure,Negative,Bearish
Sensex rallies 272 points as FIIs pump ₹1185 Cr into Indian equities,2024-09-25 04:22:59.795959184,Reuters India,BFSI,Positive,Bullish
India WPI inflation prints at 38.6% for Aug; IIP data due next week,2024-09-25 09:38:25.181036208,Reuters India,Energy,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 11 key sectors,2024-09-25 14:53:50.566113216,Mint,Metals & Mining,Neutral,Neutral
Energy sector faces GST scrutiny; ₹4389 Cr ITC claims flagged by CBIC,2024-09-25 20:09:15.951190240,Financial Express,Energy,Negative,Bearish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-09-26 01:24:41.336267248,Business Standard,Energy,Positive,Bullish
"UPI transaction volume crosses 4904 Cr in Jul, new all-time high",2024-09-26 06:40:06.721344272,BloombergQuint,Pharma,Positive,Bullish
Infrastructure sector EBITDA margins expand QoQ amid easing input cost pressures,2024-09-26 11:55:32.106421280,CNBC TV18,Infrastructure,Positive,Bullish
"IDFC First Bank Q2 net profit surges 24.9%, beats Bloomberg analyst estimates",2024-09-26 17:10:57.491498304,BloombergQuint,Energy,Positive,Bullish
SEBI probes Infosys for insider trading; shares locked in lower circuit,2024-09-26 22:26:22.876575312,MoneyControl,Metals & Mining,Negative,Bearish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-09-27 03:41:48.261652320,Business Standard,Pharma,Positive,Bullish
BFSI sector FDI inflows at 259 million USD in April-Oct FY24,2024-09-27 08:57:13.646729344,Business Standard,BFSI,Neutral,Neutral
SEBI board meets to review derivative market norms for Q1 FY22,2024-09-27 14:12:39.031806352,CNBC TV18,Auto,Neutral,Neutral
Credit card defaults surge 37.1% YoY; RBI flags retail lending risks,2024-09-27 19:28:04.416883376,BloombergQuint,Energy,Negative,Bearish
SEBI probes Adani Enterprises for insider trading; shares locked in lower circuit,2024-09-28 00:43:29.801960384,CNBC TV18,Metals & Mining,Negative,Bearish
"RBI keeps repo rate unchanged, signals accommodative stance for Q3 FY24",2024-09-28 05:58:55.187037408,Reuters India,IT Services,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY22",2024-09-28 11:14:20.572114416,Economic Times,Metals & Mining,Positive,Bullish
BFSI sector EBITDA margins expand QoQ amid easing input cost pressures,2024-09-28 16:29:45.957191440,Business Standard,BFSI,Positive,Bullish
IndusInd Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-09-28 21:45:11.342268448,MoneyControl,Real Estate,Positive,Bullish
India WPI inflation prints at 12.4% for May; IIP data due next week,2024-09-29 03:00:36.727345472,Financial Express,Metals & Mining,Neutral,Neutral
"Nifty 50 hits record 992 as broad-based rally lifts mid-cap, small-cap indices",2024-09-29 08:16:02.112422480,Business Standard,Infrastructure,Positive,Bullish
SEBI board meets to review derivative market norms for Q3 FY23,2024-09-29 13:31:27.497499504,BloombergQuint,BFSI,Neutral,Neutral
SEBI probes Wipro for insider trading; shares locked in lower circuit,2024-09-29 18:46:52.882576512,Mint,Infrastructure,Negative,Bearish
India WPI inflation prints at 40.6% for Jan; IIP data due next week,2024-09-30 00:02:18.267653520,Economic Times,Energy,Neutral,Neutral
Rupee depreciates to historic low of ₹82.22 on trade deficit widening,2024-09-30 05:17:43.652730544,Economic Times,FMCG,Negative,Bearish
"India GDP growth accelerates to 24.8% in Q2, ahead of IMF projections",2024-09-30 10:33:09.037807552,Business Standard,Energy,Positive,Bullish
ITC profit warning: EBITDA margins to decline 15.0% on high input costs,2024-09-30 15:48:34.422884576,BloombergQuint,BFSI,Negative,Bearish
FII outflows drag Sensex 950 points lower; rupee slips to 84.28 per USD,2024-09-30 21:03:59.807961584,Mint,BFSI,Negative,Bearish
Finance Ministry reviews PLI scheme performance across 5 key sectors,2024-10-01 02:19:25.193038608,MoneyControl,FMCG,Neutral,Neutral
NSE updates margin framework for equity derivatives from Jun onwards,2024-10-01 07:34:50.578115616,Business Standard,Energy,Neutral,Neutral
"Kotak Mahindra Q3 net profit surges 7.7%, beats Bloomberg analyst estimates",2024-10-01 12:50:15.963192640,CNBC TV18,Energy,Positive,Bullish
"India GDP growth accelerates to 45.0% in Q4, ahead of IMF projections",2024-10-01 18:05:41.348269648,Financial Express,Pharma,Positive,Bullish
"Nifty 50 hits record 952 as broad-based rally lifts mid-cap, small-cap indices",2024-10-01 23:21:06.733346672,Financial Express,Real Estate,Positive,Bullish
IDFC First Bank board rejects merger proposal; institutional investors express concern,2024-10-02 04:36:32.118423680,BloombergQuint,Telecom,Negative,Bearish
Yes Bank announces rights issue at ₹175 per share; record date set,2024-10-02 09:51:57.503500704,Mint,Telecom,Neutral,Neutral
NSE updates margin framework for equity derivatives from Apr onwards,2024-10-02 15:07:22.888577712,Mint,Energy,Neutral,Neutral
Yes Bank announces rights issue at ₹429 per share; record date set,2024-10-02 20:22:48.273654720,BloombergQuint,FMCG,Neutral,Neutral
"Punjab National Bank Q4 net profit surges 13.4%, beats Bloomberg analyst estimates",2024-10-03 01:38:13.658731744,Financial Express,Real Estate,Positive,Bullish
Punjab National Bank NPA ratio rises to 32.0% in Q2; provisions surge QoQ,2024-10-03 06:53:39.043808752,Mint,Real Estate,Negative,Bearish
"RBI keeps repo rate unchanged, signals accommodative stance for Q4 FY22",2024-10-03 12:09:04.428885776,Economic Times,Metals & Mining,Positive,Bullish
"UPI transaction volume crosses 2850 Cr in Apr, new all-time high",2024-10-03 17:24:29.813962784,Business Standard,Metals & Mining,Positive,Bullish
NSE updates margin framework for equity derivatives from Jul onwards,2024-10-03 22:39:55.199039808,Economic Times,Energy,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.77%; next review in Feb,2024-10-04 03:55:20.584116816,Mint,FMCG,Neutral,Neutral
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY24",2024-10-04 09:10:45.969193840,Economic Times,BFSI,Positive,Bullish
GST collections cross ₹1274 Cr for Augth consecutive month,2024-10-04 14:26:11.354270848,CNBC TV18,Auto,Positive,Bullish
India current account deficit widens to 26.4% of GDP in Q4 FY23,2024-10-04 19:41:36.739347872,MoneyControl,Pharma,Negative,Bearish
RBI releases draft guidelines on digital lending regulations for public comment,2024-10-05 00:57:02.124424880,BloombergQuint,FMCG,Neutral,Neutral
NCLAT hears TCS insolvency appeal; next hearing scheduled for May,2024-10-05 06:12:27.509501904,MoneyControl,IT Services,Neutral,Neutral
Real Estate sector FDI inflows at 1865 million USD in April-Sep FY23,2024-10-05 11:27:52.894578912,MoneyControl,Real Estate,Neutral,Neutral
NCLAT hears Paytm insolvency appeal; next hearing scheduled for Mar,2024-10-05 16:43:18.279655920,CNBC TV18,Infrastructure,Neutral,Neutral
NSE updates margin framework for equity derivatives from Feb onwards,2024-10-05 21:58:43.664732944,Financial Express,Energy,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 10 key sectors,2024-10-06 03:14:09.049809952,Business Standard,BFSI,Neutral,Neutral
GST collections cross ₹1050 Cr for Janth consecutive month,2024-10-06 08:29:34.434886976,Financial Express,BFSI,Positive,Bullish
"Punjab National Bank Q4 net profit surges 27.0%, beats Bloomberg analyst estimates",2024-10-06 13:44:59.819963984,Business Standard,Auto,Positive,Bullish
NCLAT hears Infosys insolvency appeal; next hearing scheduled for Aug,2024-10-06 19:00:25.205041008,CNBC TV18,IT Services,Neutral,Neutral
Pharma sector EBITDA margins expand QoQ amid easing input cost pressures,2024-10-07 00:15:50.590118016,Financial Express,Pharma,Positive,Bullish
"Nifty 50 hits record 254 as broad-based rally lifts mid-cap, small-cap indices",2024-10-07 05:31:15.975195040,MoneyControl,Energy,Positive,Bullish
GST collections cross ₹4199 Cr for Decth consecutive month,2024-10-07 10:46:41.360272048,Financial Express,Infrastructure,Positive,Bullish
IDFC First Bank board rejects merger proposal; institutional investors express concern,2024-10-07 16:02:06.745349072,Reuters India,Metals & Mining,Negative,Bearish
Sensex rallies 207 points as FIIs pump ₹930 Cr into Indian equities,2024-10-07 21:17:32.130426080,Mint,Telecom,Positive,Bullish
RBI hikes repo rate by 50 bps amid persistent energy inflation concerns,2024-10-08 02:32:57.515503104,BloombergQuint,Telecom,Negative,Bearish
"India GDP growth accelerates to 18.6% in Q4, ahead of IMF projections",2024-10-08 07:48:22.900580112,Financial Express,Real Estate,Positive,Bullish
Auto sector EBITDA margins expand QoQ amid easing input cost pressures,2024-10-08 13:03:48.285657136,BloombergQuint,Auto,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q3 FY22",2024-10-08 18:19:13.670734144,Reuters India,Pharma,Positive,Bullish
"UPI transaction volume crosses 2312 Cr in Feb, new all-time high",2024-10-08 23:34:39.055811152,Mint,IT Services,Positive,Bullish
Bond yields spike 35bps after higher-than-expected US Fed rate guidance,2024-10-09 04:50:04.440888176,Financial Express,Pharma,Negative,Bearish
Finance Ministry reviews PLI scheme performance across 13 key sectors,2024-10-09 10:05:29.825965184,Reuters India,IT Services,Neutral,Neutral
India current account deficit widens to 4.2% of GDP in Q1 FY22,2024-10-09 15:20:55.211042208,Mint,Energy,Negative,Bearish
"UPI transaction volume crosses 4003 Cr in Jul, new all-time high",2024-10-09 20:36:20.596119216,CNBC TV18,IT Services,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-10-10 01:51:45.981196240,Reuters India,Infrastructure,Positive,Bullish
IDFC First Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-10-10 07:07:11.366273248,Financial Express,Auto,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 5 key sectors,2024-10-10 12:22:36.751350272,BloombergQuint,Auto,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-10-10 17:38:02.136427280,Reuters India,Infrastructure,Neutral,Neutral
SEBI board meets to review derivative market norms for Q1 FY23,2024-10-10 22:53:27.521504304,CNBC TV18,Telecom,Neutral,Neutral
"UPI transaction volume crosses 4462 Cr in Aug, new all-time high",2024-10-11 04:08:52.906581312,BloombergQuint,Energy,Positive,Bullish
Infrastructure sector FDI inflows at 2745 million USD in April-Nov FY23,2024-10-11 09:24:18.291658336,Business Standard,Infrastructure,Neutral,Neutral
Pharma sector EBITDA margins expand QoQ amid easing input cost pressures,2024-10-11 14:39:43.676735344,Economic Times,Pharma,Positive,Bullish
RBI monetary policy committee holds repo rate at 6.1%; next review in Jun,2024-10-11 19:55:09.061812352,BloombergQuint,Real Estate,Neutral,Neutral
RBI hikes repo rate by 25 bps amid persistent services inflation concerns,2024-10-12 01:10:34.446889376,MoneyControl,Infrastructure,Negative,Bearish
Kotak Mahindra announces rights issue at ₹187 per share; record date set,2024-10-12 06:25:59.831966384,CNBC TV18,Pharma,Neutral,Neutral
Yes Bank announces rights issue at ₹252 per share; record date set,2024-10-12 11:41:25.217043408,Business Standard,Energy,Neutral,Neutral
SEBI probes Adani Enterprises for insider trading; shares locked in lower circuit,2024-10-12 16:56:50.602120416,Reuters India,BFSI,Negative,Bearish
"UPI transaction volume crosses 1431 Cr in Aug, new all-time high",2024-10-12 22:12:15.987197440,Mint,Real Estate,Positive,Bullish
GST collections cross ₹3816 Cr for Junth consecutive month,2024-10-13 03:27:41.372274448,MoneyControl,Infrastructure,Positive,Bullish
"Kotak Mahindra Q4 net profit surges 5.9%, beats Bloomberg analyst estimates",2024-10-13 08:43:06.757351472,Mint,Infrastructure,Positive,Bullish
ICICI Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-10-13 13:58:32.142428480,Business Standard,Metals & Mining,Positive,Bullish
Monsoon deficit at 22.8% below normal; agri-loan stress feared in Tier-2/3 markets,2024-10-13 19:13:57.527505504,BloombergQuint,Pharma,Negative,Bearish
Bond yields spike 50bps after higher-than-expected US Fed rate guidance,2024-10-14 00:29:22.912582512,Economic Times,Metals & Mining,Negative,Bearish
India forex reserves hit 297 billion USD as RBI intervention stabilises rupee,2024-10-14 05:44:48.297659536,CNBC TV18,Real Estate,Positive,Bullish
"India GDP growth accelerates to 42.6% in Q4, ahead of IMF projections",2024-10-14 11:00:13.682736544,MoneyControl,Real Estate,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 5 key sectors,2024-10-14 16:15:39.067813552,Financial Express,FMCG,Neutral,Neutral
Sensex rallies 128 points as FIIs pump ₹4425 Cr into Indian equities,2024-10-14 21:31:04.452890576,Economic Times,Infrastructure,Positive,Bullish
BFSI sector FDI inflows at 2274 million USD in April-Nov FY22,2024-10-15 02:46:29.837967584,Economic Times,BFSI,Neutral,Neutral
NSE updates margin framework for equity derivatives from Apr onwards,2024-10-15 08:01:55.223044608,Reuters India,Real Estate,Neutral,Neutral
"India GDP growth accelerates to 36.2% in Q3, ahead of IMF projections",2024-10-15 13:17:20.608121616,Business Standard,FMCG,Positive,Bullish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-10-15 18:32:45.993198640,Mint,Infrastructure,Positive,Bullish
FII outflows drag Sensex 739 points lower; rupee slips to 82.19 per USD,2024-10-15 23:48:11.378275648,Business Standard,Infrastructure,Negative,Bearish
"Bank of Baroda Q2 net profit surges 41.6%, beats Bloomberg analyst estimates",2024-10-16 05:03:36.763352672,Mint,FMCG,Positive,Bullish
India WPI inflation prints at 8.9% for Dec; IIP data due next week,2024-10-16 10:19:02.148429680,Reuters India,Metals & Mining,Neutral,Neutral
India WPI inflation prints at 21.0% for Mar; IIP data due next week,2024-10-16 15:34:27.533506704,Financial Express,Metals & Mining,Neutral,Neutral
FII outflows drag Sensex 940 points lower; rupee slips to 86.29 per USD,2024-10-16 20:49:52.918583712,MoneyControl,Pharma,Negative,Bearish
Finance Ministry reviews PLI scheme performance across 3 key sectors,2024-10-17 02:05:18.303660736,Business Standard,Telecom,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.6%; next review in Jul,2024-10-17 07:20:43.688737744,MoneyControl,IT Services,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 8 key sectors,2024-10-17 12:36:09.073814752,CNBC TV18,Infrastructure,Neutral,Neutral
Rupee depreciates to historic low of ₹84.07 on trade deficit widening,2024-10-17 17:51:34.458891776,BloombergQuint,Infrastructure,Negative,Bearish
"RBI keeps repo rate unchanged, signals accommodative stance for Q1 FY22",2024-10-17 23:06:59.843968784,Mint,FMCG,Positive,Bullish
GST collections cross ₹4125 Cr for Novth consecutive month,2024-10-18 04:22:25.229045808,BloombergQuint,Infrastructure,Positive,Bullish
RBI hikes repo rate by 25 bps amid persistent core inflation concerns,2024-10-18 09:37:50.614122816,Reuters India,Energy,Negative,Bearish
Yes Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-10-18 14:53:15.999199840,Mint,BFSI,Positive,Bullish
NCLAT hears Paytm insolvency appeal; next hearing scheduled for Jul,2024-10-18 20:08:41.384276848,BloombergQuint,Infrastructure,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 12 key sectors,2024-10-19 01:24:06.769353872,Reuters India,Auto,Neutral,Neutral
Bond yields spike 25bps after higher-than-expected US Fed rate guidance,2024-10-19 06:39:32.154430880,Mint,FMCG,Negative,Bearish
MSCI rebalancing: India's weight adjusted to 18.1%; 2 stocks added/removed,2024-10-19 11:54:57.539507904,CNBC TV18,FMCG,Neutral,Neutral
NSE updates margin framework for equity derivatives from Mar onwards,2024-10-19 17:10:22.924584912,Reuters India,IT Services,Neutral,Neutral
Axis Bank announces rights issue at ₹220 per share; record date set,2024-10-19 22:25:48.309661936,MoneyControl,Infrastructure,Neutral,Neutral
Sensex rallies 232 points as FIIs pump ₹1141 Cr into Indian equities,2024-10-20 03:41:13.694738944,Financial Express,BFSI,Positive,Bullish
"India GDP growth accelerates to 19.5% in Q3, ahead of IMF projections",2024-10-20 08:56:39.079815952,BloombergQuint,BFSI,Positive,Bullish
India WPI inflation prints at 30.0% for Aug; IIP data due next week,2024-10-20 14:12:04.464892976,CNBC TV18,IT Services,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.68%; next review in Jan,2024-10-20 19:27:29.849969984,Reuters India,FMCG,Neutral,Neutral
HDFC Life announces ₹4806 Cr CAPEX for pan-India digital infrastructure rollout,2024-10-21 00:42:55.235047008,Reuters India,IT Services,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 3.1%; 3 stocks added/removed,2024-10-21 05:58:20.620124016,Economic Times,Pharma,Neutral,Neutral
"India GDP growth accelerates to 27.1% in Q4, ahead of IMF projections",2024-10-21 11:13:46.005201040,BloombergQuint,FMCG,Positive,Bullish
Kotak Mahindra announces rights issue at ₹137 per share; record date set,2024-10-21 16:29:11.390278048,CNBC TV18,Telecom,Neutral,Neutral
"India GDP growth accelerates to 11.2% in Q3, ahead of IMF projections",2024-10-21 21:44:36.775355072,BloombergQuint,Telecom,Positive,Bullish
Monsoon deficit at 10.3% below normal; agri-loan stress feared in Tier-2/3 markets,2024-10-22 03:00:02.160432080,Business Standard,Auto,Negative,Bearish
SBI announces rights issue at ₹455 per share; record date set,2024-10-22 08:15:27.545509104,CNBC TV18,Telecom,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 11 key sectors,2024-10-22 13:30:52.930586112,BloombergQuint,Pharma,Neutral,Neutral
SBI upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-10-22 18:46:18.315663136,Business Standard,BFSI,Positive,Bullish
"Nifty 50 hits record 186 as broad-based rally lifts mid-cap, small-cap indices",2024-10-23 00:01:43.700740144,MoneyControl,FMCG,Positive,Bullish
ICICI Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-10-23 05:17:09.085817152,BloombergQuint,Telecom,Positive,Bullish
IndusInd Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-10-23 10:32:34.470894176,BloombergQuint,Real Estate,Positive,Bullish
India WPI inflation prints at 22.1% for Sep; IIP data due next week,2024-10-23 15:47:59.855971184,Business Standard,Infrastructure,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-10-23 21:03:25.241048208,Business Standard,Metals & Mining,Neutral,Neutral
BFSI sector faces GST scrutiny; ₹2403 Cr ITC claims flagged by CBIC,2024-10-24 02:18:50.626125216,CNBC TV18,BFSI,Negative,Bearish
Credit card defaults surge 42.5% YoY; RBI flags retail lending risks,2024-10-24 07:34:16.011202240,BloombergQuint,Pharma,Negative,Bearish
Axis Bank NPA ratio rises to 35.3% in Q1; provisions surge QoQ,2024-10-24 12:49:41.396279248,Financial Express,Auto,Negative,Bearish
Sensex rallies 630 points as FIIs pump ₹2935 Cr into Indian equities,2024-10-24 18:05:06.781356272,Business Standard,IT Services,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 4 key sectors,2024-10-24 23:20:32.166433280,Mint,Infrastructure,Neutral,Neutral
India current account deficit widens to 34.5% of GDP in Q1 FY23,2024-10-25 04:35:57.551510304,MoneyControl,Infrastructure,Negative,Bearish
MSCI rebalancing: India's weight adjusted to 21.2%; 5 stocks added/removed,2024-10-25 09:51:22.936587312,CNBC TV18,BFSI,Neutral,Neutral
Yes Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2024-10-25 15:06:48.321664336,Economic Times,BFSI,Positive,Bullish
Punjab National Bank announces rights issue at ₹53 per share; record date set,2024-10-25 20:22:13.706741344,Economic Times,Infrastructure,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-10-26 01:37:39.091818368,Mint,Metals & Mining,Neutral,Neutral
India WPI inflation prints at 32.6% for Feb; IIP data due next week,2024-10-26 06:53:04.476895376,Financial Express,Metals & Mining,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2024-10-26 12:08:29.861972384,Business Standard,Metals & Mining,Neutral,Neutral
Bank of Baroda NPA ratio rises to 33.9% in Q4; provisions surge QoQ,2024-10-26 17:23:55.247049408,CNBC TV18,Pharma,Negative,Bearish
Rupee depreciates to historic low of ₹84.38 on trade deficit widening,2024-10-26 22:39:20.632126416,Mint,Auto,Negative,Bearish
NCLAT hears Delhivery insolvency appeal; next hearing scheduled for Jan,2024-10-27 03:54:46.017203440,Reuters India,Energy,Neutral,Neutral
"India GDP growth accelerates to 28.8% in Q4, ahead of IMF projections",2024-10-27 09:10:11.402280448,MoneyControl,Metals & Mining,Positive,Bullish
Rupee depreciates to historic low of ₹82.3 on trade deficit widening,2024-10-27 14:25:36.787357472,Business Standard,Auto,Negative,Bearish
Wipro announces ₹2826 Cr CAPEX for pan-India digital infrastructure rollout,2024-10-27 19:41:02.172434480,Business Standard,FMCG,Positive,Bullish
"India GDP growth accelerates to 42.1% in Q4, ahead of IMF projections",2024-10-28 00:56:27.557511504,Business Standard,Auto,Positive,Bullish
India current account deficit widens to 30.4% of GDP in Q4 FY23,2024-10-28 06:11:52.942588512,Reuters India,Energy,Negative,Bearish
Energy sector EBITDA margins expand QoQ amid easing input cost pressures,2024-10-28 11:27:18.327665536,Business Standard,Energy,Positive,Bullish
Bank of Baroda announces rights issue at ₹283 per share; record date set,2024-10-28 16:42:43.712742544,Reuters India,Infrastructure,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.05%; next review in Nov,2024-10-28 21:58:09.097819568,Economic Times,Real Estate,Neutral,Neutral
Credit card defaults surge 29.4% YoY; RBI flags retail lending risks,2024-10-29 03:13:34.482896576,Economic Times,Metals & Mining,Negative,Bearish
SEBI board meets to review derivative market norms for Q4 FY23,2024-10-29 08:28:59.867973584,CNBC TV18,FMCG,Neutral,Neutral
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-10-29 13:44:25.253050608,MoneyControl,Telecom,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-10-29 18:59:50.638127616,Business Standard,IT Services,Neutral,Neutral
Infrastructure sector EBITDA margins expand QoQ amid easing input cost pressures,2024-10-30 00:15:16.023204640,Mint,Infrastructure,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 14 key sectors,2024-10-30 05:30:41.408281648,Business Standard,Telecom,Neutral,Neutral
"India GDP growth accelerates to 36.7% in Q3, ahead of IMF projections",2024-10-30 10:46:06.793358672,Reuters India,Real Estate,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-10-30 16:01:32.178435680,Reuters India,Metals & Mining,Neutral,Neutral
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-10-30 21:16:57.563512704,Reuters India,Telecom,Positive,Bullish
NCLAT hears Delhivery insolvency appeal; next hearing scheduled for Oct,2024-10-31 02:32:22.948589712,BloombergQuint,Metals & Mining,Neutral,Neutral
"RBI keeps repo rate unchanged, signals accommodative stance for Q3 FY22",2024-10-31 07:47:48.333666736,Mint,Pharma,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 31.4%; 8 stocks added/removed,2024-10-31 13:03:13.718743744,Economic Times,Infrastructure,Neutral,Neutral
Sensex rallies 622 points as FIIs pump ₹3911 Cr into Indian equities,2024-10-31 18:18:39.103820768,CNBC TV18,Metals & Mining,Positive,Bullish
"Bank of Baroda Q4 net profit surges 37.2%, beats Bloomberg analyst estimates",2024-10-31 23:34:04.488897776,Financial Express,IT Services,Positive,Bullish
NSE updates margin framework for equity derivatives from Jun onwards,2024-11-01 04:49:29.873974784,Business Standard,Metals & Mining,Neutral,Neutral
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2024-11-01 10:04:55.259051808,BloombergQuint,BFSI,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-01 15:20:20.644128816,Financial Express,FMCG,Positive,Bullish
"UPI transaction volume crosses 4615 Cr in Aug, new all-time high",2024-11-01 20:35:46.029205840,Business Standard,Telecom,Positive,Bullish
SBI announces rights issue at ₹74 per share; record date set,2024-11-02 01:51:11.414282848,Economic Times,FMCG,Neutral,Neutral
"RBI keeps repo rate unchanged, signals accommodative stance for Q4 FY22",2024-11-02 07:06:36.799359872,CNBC TV18,FMCG,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-02 12:22:02.184436880,Reuters India,IT Services,Positive,Bullish
SEBI board meets to review derivative market norms for Q1 FY22,2024-11-02 17:37:27.569513904,Reuters India,IT Services,Neutral,Neutral
India WPI inflation prints at 44.9% for Dec; IIP data due next week,2024-11-02 22:52:52.954590912,BloombergQuint,Auto,Neutral,Neutral
Metals & Mining sector EBITDA margins expand QoQ amid easing input cost pressures,2024-11-03 04:08:18.339667936,Mint,Metals & Mining,Positive,Bullish
Credit card defaults surge 6.6% YoY; RBI flags retail lending risks,2024-11-03 09:23:43.724744944,CNBC TV18,FMCG,Negative,Bearish
Rupee depreciates to historic low of ₹82.12 on trade deficit widening,2024-11-03 14:39:09.109821968,MoneyControl,Pharma,Negative,Bearish
NCLAT hears Maruti Suzuki insolvency appeal; next hearing scheduled for Jul,2024-11-03 19:54:34.494898976,Mint,Telecom,Neutral,Neutral
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-04 01:09:59.879975984,CNBC TV18,BFSI,Positive,Bullish
SEBI probes Delhivery for insider trading; shares locked in lower circuit,2024-11-04 06:25:25.265053008,Reuters India,FMCG,Negative,Bearish
Infrastructure sector faces GST scrutiny; ₹4137 Cr ITC claims flagged by CBIC,2024-11-04 11:40:50.650130016,Reuters India,Infrastructure,Negative,Bearish
Nykaa profit warning: EBITDA margins to decline 10.8% on high input costs,2024-11-04 16:56:16.035207040,Financial Express,IT Services,Negative,Bearish
RBI releases draft guidelines on digital lending regulations for public comment,2024-11-04 22:11:41.420284048,Financial Express,Energy,Neutral,Neutral
HDFC Bank NPA ratio rises to 42.0% in Q4; provisions surge QoQ,2024-11-05 03:27:06.805361072,Economic Times,Pharma,Negative,Bearish
"SBI Q3 net profit surges 5.5%, beats Bloomberg analyst estimates",2024-11-05 08:42:32.190438080,BloombergQuint,IT Services,Positive,Bullish
Sensex rallies 1026 points as FIIs pump ₹1276 Cr into Indian equities,2024-11-05 13:57:57.575515104,BloombergQuint,Auto,Positive,Bullish
"Yes Bank Q2 net profit surges 41.5%, beats Bloomberg analyst estimates",2024-11-05 19:13:22.960592112,CNBC TV18,Energy,Positive,Bullish
RBI releases draft guidelines on digital lending regulations for public comment,2024-11-06 00:28:48.345669136,Financial Express,Telecom,Neutral,Neutral
GST collections cross ₹3792 Cr for Mayth consecutive month,2024-11-06 05:44:13.730746144,Economic Times,IT Services,Positive,Bullish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2024-11-06 10:59:39.115823168,CNBC TV18,IT Services,Positive,Bullish
India WPI inflation prints at 24.7% for Jun; IIP data due next week,2024-11-06 16:15:04.500900176,Reuters India,Real Estate,Neutral,Neutral
RBI monetary policy committee holds repo rate at 6.93%; next review in Sep,2024-11-06 21:30:29.885977184,Mint,Energy,Neutral,Neutral
